text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,is_retweet,is_quote_status
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,Canada,,,,loveyorks,Mon May 13 10:45:14 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,United Kingdom,,,,hardeningQu1rk,Mon May 13 10:36:43 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,"""Canada""",,,,ThinkingObservr,Mon May 13 06:11:32 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,World,,,,RayburnBev,Mon May 13 05:33:27 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Toronto, Ontario",,,,tiffany3rskine,Mon May 13 05:31:56 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,"Treaty 8 Territory, AB, 🇨🇦",,,,PacificRaine,Mon May 13 05:31:44 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Winnipeg, Manitoba",,,,lexsylvestre,Mon May 13 05:00:17 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Winnipeg, Manitoba",,,,manoncomeault,Mon May 13 04:57:42 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,Canada,,,,RubyMcrae,Mon May 13 04:57:30 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Brantford, Ontario",,,,_emkcharlebois,Mon May 13 04:56:44 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,Toronto,,,,JoanneCangal,Mon May 13 04:34:42 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Ontario, Canada",,,,spiro93,Mon May 13 04:00:30 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Hesse, Germany",,,,JenChaseTP,Mon May 13 03:57:38 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,Canada,,,,Moe456,Mon May 13 03:56:51 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,"Vancouver, BC",,,,LouiseQuoVadis,Mon May 13 03:45:51 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Winnipeg, Manitoba",,,,PapaioannouArii,Mon May 13 03:45:32 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,ayaawesome,Mon May 13 03:25:01 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Guelph, Ontario",,,,lavender_gay,Mon May 13 03:19:11 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,she/her | dnp & mcyt,,,,numbersixtyfive,Mon May 13 03:06:51 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,"Edmonton, Alberta",,,,melaniedambra,Mon May 13 02:31:13 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,Planet Earth,,,,CarrollynAragon,Mon May 13 01:43:07 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Winnipeg,,,,_christianhogue,Mon May 13 01:36:04 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Ontario, Canada",,,,Kingsmagiccard,Mon May 13 01:03:26 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks!",en,"Victoria, British Columbia",,,,Mandelinson,Mon May 13 00:49:52 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Rock Bottom ,,,,Juicy_Josh_Pop,Mon May 13 00:42:07 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,ihydav,Mon May 13 00:31:11 +0000 2019,0,0,0,1,FALSE
"@JamesSanFilipp4 @SaltyCookie22 @StevePadron1 @jax_persists This ‘legislation’ is flat out discrimination and a hate crime!  Restrict Viagra and Cialis to once a month by prescription with wife’s consent, if married. Child support/DNA tests mandatory one pregnancy diagnosed!  🆘🆘🆘🗽🇺🇸",en,"Canada,",,,,diannebdee,Sun May 12 23:50:56 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Ottawa, Ontario",,,,Maddlavs,Sun May 12 23:32:37 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,tomatopaste27,Sun May 12 23:27:15 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Alberta, Canada",,,,kabalitewarrior,Sun May 12 23:06:25 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,canada ,,,,gibbysons,Sun May 12 23:03:20 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,,,,,milkygohst,Sun May 12 22:53:26 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,toronto ,,,,92tillnfinity,Sun May 12 22:52:49 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,FN land. See pinned tweet.,,,,Eric0Lawton,Sun May 12 22:39:53 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Toronto, Ontario",,,,1NONLYPORSH,Sun May 12 22:31:59 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Calgary, Alberta",,,,ThesisPi,Sun May 12 22:31:39 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Nova Scotia, Canada",,,,_hollyannesmith,Sun May 12 22:24:45 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"southern Ontario, Canada",,,,emily_rolson,Sun May 12 22:06:01 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,3lizabethsilva,Sun May 12 21:59:34 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Edmonton, Alberta",,,,North_Resists,Sun May 12 21:40:04 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Edmonton, Alberta",,,,TheUniCanadian,Sun May 12 21:31:18 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Edmonton, Alberta",,,,CanadianKitty1,Sun May 12 21:30:48 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Winnipeg, Manitoba",,,,JesseBruuh,Sun May 12 21:25:02 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Vancouver, British Columbia",,,,KamiruBlaze,Sun May 12 21:11:12 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Calgary, Alberta",,,,irllarrystan,Sun May 12 20:34:31 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Montreal, Canada",,,,ValerieC2k2,Sun May 12 19:40:49 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Ontario, Canada",,,,Elmos_Eevee,Sun May 12 19:37:54 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,_RedWhiteBlack,Sun May 12 19:36:28 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en, ,,,,badbeigebitch,Sun May 12 19:21:33 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,,,,,Randa_Slay,Sun May 12 18:57:10 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Westend Toronto ,,,,SXMBA_,Sun May 12 18:28:56 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,phœtōsÿńthêsįs,,,,botanicalbab,Sun May 12 17:43:34 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,to0tsie_2,Sun May 12 17:18:45 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,montréal,,,,hicathpapadakis,Sun May 12 16:59:12 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Toronto, Ontario",,,,akaashiikei,Sun May 12 16:40:10 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,,,,,dorsatkl,Sun May 12 16:31:56 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,HaleyDoll18,Sun May 12 16:30:51 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,The Moon,,,,zoeoa_,Sun May 12 16:26:43 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,Maems,Sun May 12 16:25:40 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,Purely_Random_,Sun May 12 16:21:01 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Ontario, Canada",,,,VickkyFullerton,Sun May 12 16:20:50 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Montreal, Quebec, Canada",,,,SekhmetDesign,Sun May 12 16:18:49 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Ottawa, for now.",,,,scarlettpebs92,Sun May 12 16:16:48 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"British Columbia, Canada",,,,smol_xxanity666,Sun May 12 16:16:22 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,elaatheagames,Sun May 12 15:32:30 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Vancouver, British Columbia",,,,dadletta,Sun May 12 14:59:18 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Halifax, Nova Scotia",,,,millionmunkey,Sun May 12 14:58:33 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Nova Scotia, Canada",,,,Fleenbeans,Sun May 12 14:31:23 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,meIongum,Sun May 12 14:28:12 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,ur mom's house,,,,sparklincitrine,Sun May 12 14:02:08 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Nova Scotia, Canada",,,,sammckay01,Sun May 12 13:58:46 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Nova Scotia, Canada",,,,elliottkatie44,Sun May 12 13:46:56 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Alberta, Canada",,,,AlisonB12244537,Sun May 12 13:34:12 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,MaddyEmmaNelson,Sun May 12 13:32:16 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,internet,,,,em_macdonaldd,Sun May 12 13:25:58 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Windsor, Ontario",,,,jesss_m_t,Sun May 12 13:25:25 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,,,,,AdreanaRamk,Sun May 12 11:29:32 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Vancouver, BC",,,,mst3keith,Sun May 12 06:50:11 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,Canada,,,,gnatseyeview,Sun May 12 05:31:32 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,"Edmonton, Alberta, Canada",,,,ProducerLesley,Sun May 12 05:31:32 +0000 2019,0,0,0,1,FALSE
"If abortion is murder, then:
—Male masturbation is genocide
—Blowjobs are cannibalism
—Ultrasounds are child pornography
—Male vasectomies and condoms prevent homicide
—Viagra and Cialis are the 2 most dangerous drugs on the market
—Men must start paying child support at 6 weeks",en,toronto,,,,bbeIIaaa,Sun May 12 04:30:46 +0000 2019,0,0,0,1,FALSE
